sample_index,review,true_label,predicted_label
1159,"  I love QR's Q Suites. This was the second sector of a flight from the UK. As usual service and in flight offerings were excellent - apart from one thing. Generally I have never worked out why QR pilots announce the start of descent about an hour before touch down when in fact the aircraft does not start descending until about 25 minutes beforehand. In this short overnight flight of less than 6 hours, that cuts sleep time. Specifically, this is the second time I have had QR flight attendants prior to departure take my breakfast requests and serving time, and then get it hopelessly wrong! This time I wished merely coffee, juice and two croissants with marmalade as late as possible. I was asked if this meant about two hours or one hour prior ro landing. I stated one hour. When I was wakened, I discovered it was two hours prior to landing. I then waited about 20 minutes before another FA tried to set up my table for a full breakfast. Asking her to look at the request sheet, there was no apology. Eventually I got an orange juice and a full bread basket with just one croissant. Asking for a second croissant, yet another full bread basket arrived. Only later when I had finished the croissants and juice did the coffee appear. When so much else is so good, this is surely a major error on an overnight flight. It certainly left me in a less than good mood",0,1
1181,"  I booked Gatwick to Cape Town via Doha return. I was told that the first sector was a code share from LGW to Doha and would be operated by British Airways I reluctantly accepted this. I got told that on the return journey the Doha to LHR this sector was also going to operated by BA. At this point I told Flight Centre I wanted to cancel all the flights and get a full refund. My travel agent then came back with an offer to change the flight back to a Qatar Airways flight from Doha and to Gatwick which I accepted. We flew on LGW to Doha which was as expected a very average Club experience on an old style BA plane. Doha airport was a nightmare, badly signposted, heaving with people,  Wi Fi was rubbish a very poor experience. Doha to Cape Town in the Q suite is a very nice way to fly. Better than BA first class in many ways. It lived up to expectations and was good news. The day before our return to the UK, received an email from Qatar saying another change of plane and no Q Suite. Could not delay flying back due to commitments. The seat was hard, lumpy and uncomfortable and did not properly go into flat bed position. The staff on board were hugely apologetic but there was nothing they could do. A pretty poor flight to Doha, where we then found the main business class lounge closed and everyone packed into another lounge. The flight to Gatwick not a Q Suite but it was a reasonably modern plane with good service. I wrote to Qatar Airways saying I had not received what I had booked and paid for and got a very polite letter back saying they were not prepared to give me any compensation whatsoever. ",0,1
1183,"  I bought a round trip business class Lite ticket under the expectation that it would be Q-Suite. I selected my seats in Qatar Airways seat app, which showed the Q-Suite layout. At ATL  check-in I was told that there was an operational issue and the aircraft had changed with an old business class seat. This happened on my return from DOH to ATL leg. As for DOH to BLR and BLR to DOH, we did get a Q-Suite and it was as expected. ",0,1
1184, Wow what an incredible experience with Qatar. I was lucky enough to experience the Q- Suites and I wasn't disappointed. From the moment I checked in I was made to feel special which made my trip even more memorable. I will most definitely use Qatar Airways again and thoroughly recommend their services. Thank you Qatar.,0,-1
1186,"  Take off was 2140 and my food was served approx 2330. Kids meals were awful, and my children wouldn’t touch it. The meal service finished approx 45 mins later, lights went off, only for the lights to come on 2 hours later to serve a pastry. So we are wide awake and another 2 hours to go in the flight. Finally landed in Doha exhausted. Thankfully the crew and service were more prompt on the next leg, but my food was awful. Kids were served egg wrap and as there were no meat choices when crew came to us I was served a veg dish which was awful. Doubtful I will choose to fly Qatar again.",0,-1
1197,"  From arriving at the airport on our journey and throughout the cabin staff were run off there feet, and are a credit to the firm. Very pleasant and accommodating, nothing was too much trouble. Having read the baggage policies many times, and cutting our baggage to a minimum, I was appalled at how many people were over the limit on size, number and weight of the cabin luggage. The cabin staff are having to struggle on moving bags around to get everybody accommodated, they should not be lifting these overweight bulky items to a level higher than they are. Then having to pacify a complaining passenger whose bag was more than the accepted size because they had to move it further down the cabin. I would like to say a big thank you to all the cabin staff that delivered great care and devotion to all in my section D/E 31, They worked wonders.",0,1
1219," Quite good airline. However they sometimes miss-schedule the flights due to very heavy traffic in their own HQ airport - Hamad. Be careful if you have a short transiting time. The aircraft are normally big and well equipped. Inflight entertainment are also very good. Check-in times are fast and easy, you can check-in very early at HIA with Qatar airways. However the prices are expensive",0,1
1226,"  Very disappointed and unsatisfied with my experience. The plane was old and the amenities were outdated. The seats were ok but somewhat uncomfortable. My food was horrible, I was provided beef with mashed potatoes. The meat was very chewy, cold and the sauce was weird. The desert provided was nothing special. Breakfast was more of a lunch, had the choice of chicken or noodles, my noodles were cold and dry, the desert was a strawberry yogourt. The eye covers were really uncomfortable. The airline advertised free 1Hr onboard wifi but the wifi was not functional at all past the welcoming page.",0,1
1228,"  I booked for the first time economy with Qatar Airways, knowing its a relatively short flight (5:40 min flight). I usually fly business class on longer distance flights with Qatar airways. Quality of service was impeccable and friendliness of staff as well. Same goes for cleanliness of cabin interior and toilet. I took about 10 flights this year with different airlines and Qatar Airways clearly stands out in quality, at check-in as in flight experience.",0,1
1230,"  The flight operations and service on board were very good and we were overall happy with that. The food was great and the flight crew very polite and friendly. The transit in Doha was generally ok, but the flight information was somewhat misleading (several flight numbers pointing to the sams flight, no information that the flight stops on route to a different final destination). Flight entertainment was ok, but the touchpads of the Oryx One systems were not working smoothly, in the B787 it was ok, but in the 737 it was barely usable, very disappointed by that. We were very disappointed by the Qatar Airways website and mobile app. How is it possible that a world class airline cannot set up properly maintained online services? The homepage and app crashed several times, didn't accept our discount vouchers that are available to new customers. The chat support is also very poor, as it took us over 1 hour to discuss a simple change of our booking. In general customer service is bad. Our bag was broken upon arrival and we couldn't even find a complaint form on the website, or some E-Mail address.",0,1
1249,"  Staff could not board me on at Montreal due to an issue with my passport and it took forever to clear that. Boeing 777 was not in great shape and was quite old. Washrooms were not in order from the get go and my food was horrible and was not sufficient.  The infotainment system on this 777 was not great.  The only positive thing was the Customer Service, which was pretty good and also the Doha airport is really nice. I am heading back to Vancouver soon and lets see how that flight goes.",0,-1
1254,  We flew in Business Class from Zurich via Doha to Cebu on October 18. On both flights the service was excellent and the crew were very friendly and professional. The food has improved from previous flights. The flight from Zurich to Doha used an outdated aircraft from CX that did not meet QR standards. The light above the seat did not work and the information system was outdated. Boarding in Doha was once again chaotic. Business class passengers were not well informed and called while economy passengers were boarding. The bottle neck at the gate prevented this and no one of the gate staff took action. We were crammed into a bus with the rest of the passengers.,0,1
1270,"  Good experience overall. Food is good, service and comfort is good. The aircraft was clean, on time and they have very pretty containers for child meal, which we kept as gifts. I liked the DOHA airport as well. I used the onboard wifi on my way back. It was decent. I The speed was on a lower side but I wasn't trying to stream anything. The options in the movie selection were good. What i would recommend is to have better ""Flight Map"" options. Like some other airlines provide option to change view of what you see in flight map. Also the repeated commercial pages in flight map were annoying. Please leave that experience without ads. ",0,1
1288,"  Ground Staff at Heathrow were very efficient. 10 min Check-in process with COVID-19 documents checked within the line so you are ready when at the actual counter. Boarding process was also very smooth. Even though Heathrow's facilities do not facilitate a smooth boarding process. The flight took off on time, Seats were very comfortable and massive amounts of legroom. The IFE's screens were responsive and easy to use - Meals were a lot better thanks to the new Qcuisine services (I flew Emirates the week before and it was a lot worse). Landed in Doha on-time where I took the opportunity of grabbing myself a dinner and shopping from Qatar Duty Free, (10% off for QTR customers) - The flight to Islamabad was also boarded on time, not as smooth but that is more to be blamed on fellow passengers who do not listen to instructions or even try following them. The flight was quite short. About 2 hours on a new 777. I was sleeping most of the time. Upon arrival in Pakistan the Ground Staff were also quite helpful (Not Pakistani, the Qatari staff) assisting to all passenger concerns in baggage claim. I will be flying Qatar again next week to Gatwick via Doha - Qatar has always been excellent in the 50+ flights I have taken with them. Never fail to impress me. Thanks to Qatar Airways. And all cabin staff on QR4 (04/09) & QR614 (05/09)",0,1
1294,"  Booked trip for honeymoon and purchased extra leg room exit seats. Our seats were switched to middle rows and not together. Qatar has no customer service, phone support says you have to talk to them at the airport, when you talk to them at the airport they say you have to talk to them at the gate, when you talk to them at the gate they say they cant help because you have to do it at the check in counter. Then they say they can only help you if you send an email complaint. I did that and 2 months later still no response. At this point just trying to get the money back from the ticket upgrades that they did not honor. ",0,1
1314,"  Qatar Airways uses the Boeing 777-300 ER on its Philadelphia route. The planes are not as modern and spacious as the A50s which used to be on this route. The planes are modern and clean with excellent inflight entertainment, professional staff and reasonable food. The inflight magazines, the fresheners and menus have disappeared due to the pandemic. But the food portions, although smaller, are reasonably tasty and the staff still keep the lavatories clean with good overall service.  Overall, good and professional airline with a respectable inflight product despite the pandemic related cost cutting.",0,1
1317,"  My flight was from Beirut to Doha, when we reached here the bags where at belt number six but on the screen you can see so many flights on the belt! Anyways most of the passenger waited for more than 2 hours om the belt for the missing bags. Then we went to the office to apply a report. They checked the tag of the bag and everything related to the bag and they couldn't know where is it. The guy said it shows that its loaded but we cant find where it is. And they gave me a phone numbers to call but most of the times its busy. And when they answer they say will call you after one hour and no one called me and I still don't know where is my bag. ",0,1
1323,"  Our initial flight was cancelled and we were rebooked 24 hours later. We did get put up in a hotel but had to stand by the customer service desk for 4 hours for the transfer. The flight we were transferred to was a 3 stop Qantas/BA flight - we had originally paid extra for the 1 stop flight. The new flight time was 37 hours and on top of that it took 3.5 hours to check in at Manchester for a 45 minute flight to London. We have since submitted a request for compensation for additional costs which includes the extra we paid for exit row seats on our Qatar flight which we never got. Trying to get updates on the compensation request is impossible, you just get another automated message if you email, the customer service phone number team says it’s not their department and they can’t help, the online chat team says it’s not their problem, they can’t help and tell you to wait - when you ask for an escalation point they shut down the chat. It’s now 5 weeks since the initial submission and no update at all.",0,1
1326,"  I had a horrible service due to poor handling of my delayed baggage delivery to my destination. The airline failed to deliver my baggage with delays of 5 days and counting. The staff were uncommunicative, and didn’t show any care in trying to track and expedite my baggage. I am disappointed and completely frustrated with Qatar Airways service.",0,-1
1328," I have been a strong supporter and promoter of Qatar Airways up until this past return flight that my wife and I took from Doha to Athens (28th June 2022) and return (27th July 2022). The outbound flight crew were awful and the cabin service was poor, the crew appeared tired and 'hassled' and were not at all friendly. They did not appear to be fully trained as the usual and past cabin crew have always been, the food was really poor and tasteless. We took advantage of an upgrade offer (QR3900) for our return journey to Doha hoping to enjoy a better quality service upon our return. It proved to be anything but. Firstly the Business Class Lounge catering to Qatar Airways Business Class passengers was closed? We went to other lounges but they were full and would not accept us, eventually we found a lounge that did offer us seats in their reception area. The snack food was truly below par, so too was the extremely poor selection of beverages. We boarded on time and the crew were definitely better and friendlier than our outbound flight, the menu appeared OK but when the food was served it was not up to the Airlines usual standard. I had only a mouthful and could not eat the rest, the chicken that was served to my wife was overcooked and extremely tough. So from a clear '10' that we would rate on all of our previous flights with Qatar Airways our rating on this recent experience would be 4/10.",0,1
1340,"  Fantastic experience with Economy class on Qatar SFO-MAA-SFO in June/July 2022. A350-1000 is one of the most modern planes in operation. The seats were very comfortable despite their thin appearance. There was no tailbone pain during the 15 hour trip from SFO to DOH. There was enough leg room in the first row after business class - Row 16. The best seats on this plane are 31A and 31K as there are no seats in front of them and you get a window too. The next best seats are 17C and 17H, those are aisle seats with no seats in front. Qatar' economy food was pretty good and sufficient. The AVML choices are offered in the standard menu so no need to order special meals. The quality of food was surprisingly good in all segments. Not too oily, spicy. Doha airport gets too crowded in the central area, which is the only downside in the whole trip. The service onboard was pretty good with the crew being quite responsive to your needs. Will not hesitate to fly Qatar again in future.",0,1
1351,"  Frankfurt to Brisbane, transferring in Doha, Qatar. (30/06/2022) Due to a delayed arrival in Doha our bags did nor arrive at our end-destination Brisbane airport. Since we have arrived in Brisbane, we have tried to contact the airline in every possible way. Still, we have not been able to reach them after one week of lost luggage. We have not received one single update since our luggage got lost, although the baggage service assured us it would take maximum 72h until our luggage will be sent to us. Also claiming our lost luggage directly at Brisbane airport baggage service and filling out all the necessary paperwork has not helped us in any way. Now that 1 week has gone by without a single mail from Qatar to update us, our patience is at its end. ",0,-1
1361,"  My flight was delayed from Malaga airport traveling to Doha, they put me on a different connecting flight from Doha to IKA with over 8 hours of layover. When I arrived to Doha, the customer service didn’t offer me anything for this inconvenience. This is while the layover was from 12am until 8am, the worse time to stay awake specially with a shock of not knowing and being prepared. I have to mention that the flight and flight attendants were amazing but the airport staff were rude, not helpful and made me and so many other wait at the counter with no response for 40 min at a time while refusing to respond to our concern. I had requested a gluten free meal that I didn’t receive!  I’m sorry that such a good aircraft has such a poor customer service.",0,-1
1363,"  Doha to London. This was my first experience of the Q-suite and sitting facing the back of the plane, the seat and amenities have been well reviewed by others my comments on this is that the quality of the seat is excellent the blanket is the good entertainment system is as good as others have found it and the in-flight service is up to their superb reputation. Regrettably the meal I chose did not match the presentation. ",0,1
1383,"  The airline facilities were fantastic. It was my first time flying business in the Qsuite with Qatar Airways as I was travelling from australia to Europe. When waiting to board the flight there was no priority lane for business class passengers. Once I had boarded, I would have appreciated a better welcome and more information regarding the services on board. Unfortunately I was mostly ignored by staff when I got into my seat except when I had the do not disturb sign on. I was awakened as the air steward who he needed to know my meal preference. It was a 14 hour flight. I do not understand the urgency from the staff. It defeats the purpose of even having a do not disturb sign.  I was not offered any bedding on the flight. ",0,-1
1402,"  It was a very pleasant experience, starting from the Check in right up to the baggage collection. There was an issue with my boarding pass, which also was handled in the best possible and pleasant manner.",0,-1
1407,  B777 1-2-1 Q-Suite configuration. Cabin was comfortable but ageing. Inflight entertainment was not as good as previous system. Food was delicious and healthy. Cabin crew were very professional and attentive. Good product but the Q-Suite seems a little cramped. The lay-flat bed was comfortable but for taller people your feet are touching the inside when fully flat. Q-Suite provided privacy and comfort. Double bed configuration was great for family flying. They have removed aircraft cameras from the in-flight entertainment.,0,-1
1411,"  The flight from Cairo to Doha was delayed 2.5 hours. The agent didn't inform me that they're going to re-book the second fright from Doha to Chicago to later time, making my layover 20 hours instead of 2:45. The agent at the boarding gate at Cairo assured us that we'll get accommodation taken care of once we arrive in Doha. In Doha, the customer service in the Transfer area was far from professional. They kept us waiting for 2-3 hours in the transfer area, and refused giving us any rooms claiming that Egypt is red listed due to COVID.  They refused to give us access to lounges to get some rest before our 15 hour flight. They said they're not responsible for what the agents said in Cairo, and they didn't witness the conversation.  3 meal vouchers were added to the boarding pass, two of them worth 30QR, and the third worth 60QR. ",0,-1
1415,"  Overall experience was very disappointing. Both my flights to and from were delayed and made me miss my connecting flights. They gave my seat to another passenger on my connecting from Doha to Dubai, and the customer service counter was very unfriendly. I had to wait 7 hrs for the next flight, and all they gave was a food voucher for a food court.",0,-1
1427,"  A last minute downgrade of aircraft. Almost all my Qsuite bookings over the last few years changed due to aircraft change to inferior business class seats.  On the ground in Doha all 4 flights used buses to and from the aircraft. It is not a big deal for arriving in Doha, but the departure area for remote aircraft is like always crowded, often no seats, shouting and screaming of gate staff, since no loudspeaker announcements.  I noticed this time a decline in onboard services, I requested not to eat, just to keep my glass of water full. This did not happen. On the 5hr flight from Doha to Warsaw, there was no set of earplugs in the kit, just socks and eyeshades. Catering was as usual very good, and they finally got rid of that bad safety video, which I had to endure for so many years. As a longtime Qatar Diamond to tier member, I have been a huge fan of the carrier, but I am concerned about the declining standards.",0,-1
1436,  The airline has very great staff and it is cheap because I went with economy and the seat comfort was so cozy. The ground service was very fast and the food was so tasty. I was very happy with Qatar Airways.,0,-1
1438,"  At checkin the staff said that we had upgraded to Business class for the DOH-MLE route and hadn't paid, so if we were to continue, we would be charged accordingly. This was not the case. When I quizzed how I could possibly have upgraded without paying, they agreed I couldn't have. A very helpful member of staff re-issued our tickets in economy after phoning reservations and after over an hour stood at checkin. No fault of his and he was a credit to the company. On board I felt the staff were efficient but never over-friendly and it was an hour and a half before we were even offered a drink. The whole experience was mediocre at best.",0,1
1440,"  I wanted to pay and upgrade my seat to one with extra legroom for Doha to Seattle leg, I asked in Chennai Airport and they said they couldn't do it and asked me to do it in Doha airport. At Doha airport they told me it was too late and it cannot be done. ",0,1
1441,"  Flew 1st March 2022 on brand new aircrafts, B787-9 and A350-1000, respectively. Flights on time. Ticket purchase, upgrade by miles (2nd leg), ground services, ticket changes went smooth. I had to change a simple economy ticket 4 times. Only once I was charged additional (minimal charge). Check-in in CPH easy and quick getting all 3 boarding passes at once. This, despite I faced steep documentation requirements for final destination beyond Singapore to Papua New Guinea. Their cooperation with partner Air Niugini was perfectly coordinated and a relief. QR respect their elite members on ground as well as on board – for this trip there were no let-downs or real issues – their call centre was excellent, decisional, and cooperative. Lounge experiences: QR uses now the Eventyr Lounge in CPH which is a great improvement compared to the lounges they earlier used. Further, it is situated in non-Schengen area 3 Minutes from boarding gate. The Eventyr lounge is good, likely the best in Copenhagen - but it is still below world class. The best is the views, service, showers, and draught beer presence. Hot food only provides 1 dish while cold sandwiches are more diverse. No champagne and poor wines. They should open the balcony area to reduce greenhouse heating effect of the panorama windows which dominates the entire lounge. In Doha, the Al Mourjan Lounge is back to previous (pre-Corona) standards – lack of beer options are the biggest shortcoming. Good showers and very good relax/working options. CPH-DOH: I was given an exit seat but opted to take the only full seat section available next to the toilets so I could spread out with my things. Free WiFi for 1 hour granted, it worked well. Stewardess(es) were of high quality. Food good and are improving compared to just a few months ago. Sparkling wine (cava) offered in economy. The 2 wines were good. The new beers to replace the Heineken do not really provide improvements as they are also very dull, industrial lagers (Budwiser and Stella Artois). Arrived in Doha well pampered and in a splendid mood. DOH-SIN (night-flight) in business: Embarking in Doha at a remote gate by busses is a bad first impression for a business class ride. The Q-suites in business class are in my view completely overrated. These micro-cabins deprive passengers contact, air and view. Window access poor from those seats forward directed. If one sits backwards oriented, the window access is perfect but the direction is awkward to me. Seats and beds were excellent. The IFE is world class with updated movies, huge selection options, and the best I have ever encountered. Huge soft touch monitors. Smooth travel, reliable airline, flights on time. FAs excellent, 2 kinds: well-trained caretakers and less trained food-bringers. High class dining though without true dinner. The food was good but just “light, cold dinner snacks”. Cold lobster bites dont quite make it. Breakfast better, but merely neatly looking and served than actually tasty. Coffee and tea truly homemade and of high class. Drinks were World-class: 2 champagnes and 6 wines offered – all expensive and of high quality. Bollinger 2006 rose champagne was very tasty and sparkling one of the best I have had for long. One quality beer, Leffe Blonde, was outstanding. Pyjamas and Amenity kit given out.",0,-1
1446,"  My congratulations to the Qatar Airways staff for maintaining excellence in their service. I would also like to express my appreciation to the Johannesburg Qatar Airways check in staff who handled the check in very well and very professionally. Once all required documents were submitted, I was checked in within a few minutes. I wish to express my gratitude tp the airline crew on both flights for their professionalism, and excellent service and for the excellent meals provided. Everything went well in terms of safe take offs and safe landings. I received my suitcases in Istanbul. I highly recommend Qatar Airways to anyone who would like affordability with excellence.",0,1
1461,"  We flew on 23rd November out of Adelaide with Qatar and the experience was absolutely wonderful. The staff were so helpful, we had loads of space, brilliant onboard entertainment and enjoyed the whole flight. Food was really good, and excellent choices, when I had my nighttime nip of whiskey they gave me a large measure and made a special trip to see if I wanted another drink. The plane was fairly quiet so after take of the staff assisted all in spreading out and getting a row each to make it comfortable. I will only fly Qatar now out of Adelaide. I personally would like to thank Qatar Airways for continuing to support Australia even when our national carrier stopped all international flights, it was the only real option to fly out of Adelaide.",0,-1
1466,"  I was booked to fly from London to Singapore via Doha but never got on the plane. 5 days before my flight, I started experiencing Covid symptoms and lateral flow tests showed faint positive results. Tried changing my flight under Manage trips on Qatar's site but with the same result; various options are displayed on the calendar but I selected one, the page would indicate 'There are no flights matching your search.' I phoned Qatar's UK helpline more than 15 times over several days and downloaded the Rebtel app to call its Doha line. The UK line went dead after I selected the option to speak to customer service and I remained on hold for more than an hour when calling its overseas hotline. I reached out on Twitter multiple times and all I got was an automated response telling me to call the helpline when I'd already made it clear I'd tried numerous times before and failed to get through. I did not show up for my flight and have not heard from Qatar.  In this era of Covid where travel plans are subject to change due to a volatile situation, travellers need assurance that they can change their flights. ",0,-1
1478,"  Without a doubt, Qatar Airways is 5 stars. Cabin crew is professional, caring and attentive. Airport is organised, clear signage and fantastic restaurants and Lounges. My only comment is to improve delayed flight information. Fantastic 5 star Airline.",0,-1
1485,"  Due to typhoon, my flight from Hong Kong has to be delayed to the next day. They right away informed me via app notification, email, and a phone call (following day business hour). It really put my mind at ease. They changed to an aircraft fitted with Q suite, which is like flying first class. Due to the delay, business class cabin was quite full, but it didn't affect the high level of service. Welcome drinks, pyjama sets, toiletry bag and all. Due to the pandemic, there was no magazines or any reading materials. However, there were printed menu and wine list. Crew wear a face mask. Food was served course by course in generous portion, there was no signs of any cost cutting. Inflight wifi was fast and steady too, only cost USD10 for the entire flight. Qsuite is one of the very best business class seats in the current market. The door gives you an excellent level of privacy. Comfortable large seat with sufficient storage space and comfortable for sleeping position. Throughout the flight crew presence is good, very pro active, they always come around and see if anyone needs a drink or so. A truly wonderful 9 hours just flew by, a very smooth landing. Plane was parked on tarmac, we had to be bussed to the gate. Biz customers get their own bus. Connecting in Doha is a bliss, with security procedures simplified. Fantastic huge Al Mourjan lounge with nice shower facilities and plenty to eat and get a rest. Next flight was on their new 787, fitted with new seats that also come with individual doors! Once again, meal was delicious and plenty, same excellent service all the way to Vienna. It really was one of the top best flight experiences I've ever had, especially after having stayed put for 18 months. It was a wonderful way to come back to traveling again.",0,-1
1488,"  The food on this flight was really poor. Lunch was a tough veal chop in gravy, desert a ""gooey chocolate and cherry cake with whipped cream but it was served hard, cold and with a miserly speck of cream.  The Qsuite is great of course, but Air France inflight dining is far superior. In flight entertainment is ok, but I  don't like movie vision and audio being censored. ",0,-1
1491," This is my fourth time flying Qatar in business class, I have flown Qatar in the economy a few times in the past. While the experience of the flying economy was always great, flying business class takes it to a totally new level. I have flown business class with Emirates and American before, but none of them come even close to what Qatar offers. To start off, Qatar is the only airline that offers on-demand dining, it feels like I am in a 5-star restaurant, the food quality and the in-flight service are always superb, the staff both ground and in-flight are well trained and very professional. I am positive the business class experience in Qatar is better than most airlines first-class service. On my last flight, I chose a lobster dish for my dinner, I can honestly say it was better than any other lobster dish I have tried in many fancy restaurants. Last but not the least, the lounge at Doha airport is one of the best I have ever experienced, from the shower facility to the quality of the food, simply amazing. Please keep it up and I will always pick Qatar over any other airline.",0,1
1498,"  We were originally scheduled to fly SFO-DOH-MEL however due to Australian passenger arrival caps, the DOH-MEL sector was cancelled and QR offered to reroute us into BNE two days after our original departure date. This was sincerely appreciated, particularly given our experience with other carriers flying into Australia who cancelled close to departure without any help in rescheduling or rerouting. As always, the QR experience was top notch. The QSuite and bedding were extremely comfortable, food very good, wine list outstanding and cabin crew service exemplary. Check-in and transit in Doha were seamless. I was a big fan of QR before this experience, however the way in which they handled our re-accommodated into Brisbane has now earned them my loyalty. A stark contrast to other carriers flying into Australia during the pandemic.",0,1
1531,"  This was our first time flying since the pandemic and with 2 children under the age of 2. Our flight attendants from Auckland to Brisbane to Doha were very friendly and helpful with keeping our 2 year old occupied and also ensuring our 2 month old was comfortable. The food was delicious. I highly recommend flying with Qatar Airways, thank you for making our trip enjoyable.",0,1
1558,"  My flight was just wonderful. I've never experienced anything like it. The staff was friendly and very attentive. The food was excellent. My seat was very spacious and comfortable. The amenities were outstanding. Everything worked. There was room for everything in the overhead bin. The aircraft was clean. The rest rooms were cleaned on a regular basis. In the age of covid I felt totally safe. I highly recommend this airline to others. As a side note, I had never noticed Qatar Airways prior to this trip. I usually fly another airline when I go to South Africa. Now, I am looking at the their routes on their websites to see where I can plan another trip. I really enjoyed my flight and look forward to flying with them again.",0,1
1562,  Dallas Ft Worth to Colombo via Doha. We love flying Qatar Airways. Their QSuites are fabulous and give privacy. The cabin service and the food is exquisite. Don't feel the 15 to 16 hours of flight .,0,-1
1587,"  I wanted to compliment the cabin crew for their extraordinary service on our flight QR744. We were relocating to Singapore and were travelling BOS-DOH-SIN and the long journey was made comfortable by the crew of QR 744 and 942. Service requires a lot of resilience can be such a thankless job, I write to you because your efforts put us at so much ease in our transcontinental move. These are tough times and we appreciate the care they provide amidst all that, putting their best self forward albeit at a personal health risk. We thoroughly enjoyed the Qsuite in QR744 and are grateful the team for allowing me and my spouse to move into middle seats. Really appreciate it, it made the 12 hour journey a lot more welcome. We hope that this feedback reaches the right people and they continue to do amazing work. This was the second time I flew Qatar Airways and it now certainly is my favourite airline to fly with.",0,1
1597,"  I pretty much enjoyed the trip. The precautions taken against covid-19 were very much advanced and puts you at a sense of peace during the whole trip. Though the flight was almost full however the team was very helpful and you do feel at ease with any request, the hosts even remembered and served me a request while at the busy period of boarding. Food was amazing, they had also a precaution set of several items against covid 19. No one removed their mask during the entire trip and also had a face shield unless they were eating. Leg space and seats were really comfortable. The entertainment content is amazing which made the time pass, i loved the fact that the screens are large compared to other airlines and i was able to recharge my phone as well and had internet access during most of the trip for Free! Overall i was pretty impressed honestly and really enjoyed my trip.",0,-1
1602,"  Mogadishu to Chicago via Doha. It was an amazing experience. The service provided, the quality of items available, the crew care, the hygiene and the overall flying environment was outstanding.",0,1
1603,"  Stockholm to Doha. My experience flying this flight was awesome! Crew members (Maja and others) did great job, they are friendly and caring. Crews are always available to help customer on any request. Its a wonderful experience. Thank you Qatar Airways.",0,-1
